game_date,home_team,pitch_type,description,launch_speed,launch_angle,stand,p_throws,release_speed,season,pitch_category,swing_outcome,sov
2023-05-05,STL,CH,hit_into_play,104.9,22.0,R,L,77.7,2023,Offspeed,in_play,0.9536706181851642
2023-04-18,STL,ST,foul_tip,,,L,L,84.1,2023,Breaking,whiff,
2023-06-24,STL,FC,foul,65.3,20.0,R,R,82.1,2023,Fastball,foul,
2023-07-18,STL,CH,swinging_strike,,,R,R,90.0,2023,Offspeed,whiff,
2023-06-27,STL,SI,foul,82.8,58.0,R,L,95.9,2023,Fastball,foul,
2023-08-04,STL,SI,foul,82.2,-45.0,L,R,91.4,2023,Fastball,foul,
2023-06-28,STL,FF,hit_into_play,87.6,-6.0,R,R,93.6,2023,Fastball,in_play,-0.2492677166561872
2023-07-17,STL,CH,foul,69.9,-33.0,R,L,88.8,2023,Offspeed,foul,
2023-07-15,STL,SI,foul,78.1,-35.0,R,L,95.8,2023,Fastball,foul,
2023-04-15,STL,FF,foul,79.7,39.0,L,R,94.3,2023,Fastball,foul,
2023-04-03,STL,ST,hit_into_play,90.9,-18.0,L,R,79.6,2023,Breaking,in_play,-0.3837011363810634
2023-04-04,STL,SL,swinging_strike,,,R,L,81.9,2023,Breaking,whiff,
2023-07-01,STL,FF,swinging_strike,,,L,R,93.5,2023,Fastball,whiff,
2023-04-01,STL,FS,hit_into_play,70.7,-7.0,R,R,84.8,2023,Offspeed,in_play,-0.7282193629518303
2023-04-01,STL,FF,foul,68.6,48.0,L,R,94.0,2023,Fastball,foul,
2023-06-27,STL,SI,hit_into_play,97.7,23.0,R,L,94.7,2023,Fastball,in_play,0.7531246645298817
2023-08-06,STL,FF,foul,102.2,52.0,R,L,88.3,2023,Fastball,foul,
2023-07-18,STL,SL,hit_into_play,106.0,23.0,L,L,79.4,2023,Breaking,in_play,0.9619212661217353
2023-08-06,STL,FF,foul,86.5,5.0,R,R,96.2,2023,Fastball,foul,
2023-05-19,STL,SI,foul,85.2,45.0,R,L,92.7,2023,Fastball,foul,
2023-08-02,STL,CH,hit_into_play,91.2,27.0,L,R,87.5,2023,Offspeed,in_play,0.38351710705905817
2023-06-10,STL,SL,swinging_strike,,,R,R,87.8,2023,Breaking,whiff,
2023-09-20,STL,SL,hit_into_play,93.1,10.0,L,R,82.4,2023,Breaking,in_play,0.29786679344242173
2023-06-27,STL,SI,foul,82.5,7.0,R,L,95.2,2023,Fastball,foul,
2023-06-09,STL,FF,foul,78.0,46.0,R,L,93.4,2023,Fastball,foul,
2023-06-28,STL,FF,swinging_strike,,,R,R,92.8,2023,Fastball,whiff,
2023-05-19,STL,SL,hit_into_play,102.0,-10.0,R,R,86.8,2023,Breaking,in_play,-0.0019629794347232332
2023-06-12,STL,SI,hit_into_play,84.4,-13.0,L,R,92.0,2023,Fastball,in_play,-0.4616988973576457
2023-05-03,STL,CU,hit_into_play,84.1,46.0,R,R,76.2,2023,Breaking,in_play,-0.15401720674160746
2023-08-15,STL,FF,foul,75.1,25.0,R,R,90.5,2023,Fastball,foul,
2023-07-01,STL,SI,foul,77.7,16.0,R,R,93.4,2023,Fastball,foul,
2023-04-19,STL,CU,foul,67.1,-16.0,R,R,75.0,2023,Breaking,foul,
2023-03-30,STL,SL,foul,73.0,40.0,L,R,85.8,2023,Breaking,foul,
2023-09-02,STL,CU,foul,88.9,6.0,L,R,78.3,2023,Breaking,foul,
2023-06-12,STL,CH,foul,63.4,-39.0,R,R,87.8,2023,Offspeed,foul,
2023-04-05,STL,FF,hit_into_play,90.0,26.0,L,R,90.9,2023,Fastball,in_play,0.3066235220145077
2023-08-04,STL,SI,hit_into_play,94.3,20.0,R,R,93.0,2023,Fastball,in_play,0.5297897464996089
2023-04-17,STL,FF,hit_into_play,99.9,20.0,L,L,94.2,2023,Fastball,in_play,0.8114466238287301
2023-05-06,STL,FF,foul,,,L,R,91.7,2023,Fastball,foul,
2023-05-06,STL,FC,foul,53.2,-54.0,R,R,82.2,2023,Fastball,foul,
2023-04-19,STL,SL,foul,60.2,54.0,R,R,82.4,2023,Breaking,foul,
2023-07-29,STL,FF,foul,75.6,-35.0,R,R,96.1,2023,Fastball,foul,
2023-04-04,STL,CU,foul,79.6,-23.0,R,L,79.2,2023,Breaking,foul,
2023-09-30,STL,FS,hit_into_play,89.6,10.0,R,L,86.8,2023,Offspeed,in_play,0.11704264879537463
2023-09-20,STL,SI,hit_into_play,77.2,-55.0,R,R,91.2,2023,Fastball,in_play,-0.8917600871072124
2023-06-28,STL,FF,foul,78.4,69.0,R,R,93.4,2023,Fastball,foul,
2023-07-19,STL,FF,swinging_strike,,,R,R,92.8,2023,Fastball,whiff,
2023-06-10,STL,CH,swinging_strike,,,L,R,86.5,2023,Offspeed,whiff,
2023-06-29,STL,FC,hit_into_play,96.0,44.0,R,R,87.6,2023,Fastball,in_play,0.4820801447697334
2023-05-21,STL,ST,foul,76.9,81.0,L,R,82.4,2023,Breaking,foul,
2023-07-17,STL,FF,swinging_strike,,,L,R,95.2,2023,Fastball,whiff,
2023-06-27,STL,SI,foul_tip,,,L,L,93.7,2023,Fastball,whiff,
2023-05-15,STL,CU,hit_into_play,79.9,2.0,R,R,80.6,2023,Breaking,in_play,-0.41681107856518473
2023-04-02,STL,SI,foul,74.5,-34.0,R,R,91.3,2023,Fastball,foul,
2023-05-17,STL,FF,swinging_strike,,,R,L,95.5,2023,Fastball,whiff,
2023-07-29,STL,CH,foul,67.9,41.0,L,R,82.9,2023,Offspeed,foul,
2023-08-16,STL,SL,swinging_strike,,,R,R,87.0,2023,Breaking,whiff,
2023-05-30,STL,SL,foul,69.2,59.0,R,R,80.1,2023,Breaking,foul,
2023-07-15,STL,SI,foul,78.6,-35.0,R,R,92.9,2023,Fastball,foul,
2023-05-17,STL,FF,hit_into_play,106.0,21.0,R,L,94.6,2023,Fastball,in_play,0.9320625086263745
2023-06-10,STL,SI,hit_into_play,91.5,-13.0,R,R,91.2,2023,Fastball,in_play,-0.2696336282914411
2023-09-19,STL,FF,hit_into_play,93.6,25.0,R,R,97.3,2023,Fastball,in_play,0.5274893799745426
2023-07-17,STL,SI,foul,78.7,16.0,R,R,95.1,2023,Fastball,foul,
2023-06-12,STL,CH,hit_into_play,100.2,51.0,R,R,85.9,2023,Offspeed,in_play,0.442145781894582
2023-05-03,STL,FS,swinging_strike,,,L,R,88.9,2023,Offspeed,whiff,
2023-09-29,STL,CH,hit_into_play,92.9,-3.0,R,L,84.9,2023,Offspeed,in_play,-0.00995291916512031
2023-05-16,STL,CH,foul,70.0,-67.0,L,R,89.4,2023,Offspeed,foul,
2023-05-05,STL,SI,hit_into_play,101.9,0.0,R,L,93.9,2023,Fastball,in_play,0.3147514837364087
2023-04-01,STL,FF,hit_into_play,95.1,2.0,R,R,94.8,2023,Fastball,in_play,0.19450365758277477
2023-08-19,STL,FO,swinging_strike,,,R,R,80.4,2023,Offspeed,whiff,
2023-07-02,STL,SI,foul_tip,,,R,R,97.0,2023,Fastball,whiff,
2023-06-24,STL,SI,foul,72.6,20.0,R,R,87.3,2023,Fastball,foul,
2023-06-29,STL,SI,hit_into_play,78.3,14.0,R,R,88.0,2023,Fastball,in_play,-0.3784716364807459
2023-06-27,STL,SI,foul,86.4,24.0,R,L,96.4,2023,Fastball,foul,
2023-07-27,STL,SL,foul,107.9,30.0,R,L,82.8,2023,Breaking,foul,
2023-09-16,STL,FC,foul,85.0,-35.0,L,R,87.3,2023,Fastball,foul,
2023-04-19,STL,FF,foul,,,R,L,94.5,2023,Fastball,foul,
2023-08-18,STL,FF,swinging_strike,,,L,R,93.4,2023,Fastball,whiff,
2023-05-21,STL,SL,swinging_strike,,,R,L,86.0,2023,Breaking,whiff,
2023-08-03,STL,FF,hit_into_play,105.8,7.0,R,L,92.2,2023,Fastball,in_play,0.5618875274127011
2023-05-17,STL,FF,hit_into_play,96.8,31.0,L,R,93.6,2023,Fastball,in_play,0.7200760654530955
2023-05-02,STL,FF,hit_into_play,99.7,31.0,R,R,99.0,2023,Fastball,in_play,0.8626067753462052
2023-06-24,STL,FF,foul,103.0,-25.0,R,L,90.9,2023,Fastball,foul,
2023-08-30,STL,FF,hit_into_play,108.6,-4.0,L,R,92.0,2023,Fastball,in_play,0.1777263177266244
2023-10-01,STL,SL,swinging_strike,,,L,R,86.4,2023,Breaking,whiff,
2023-07-14,STL,SL,foul,72.2,-39.0,L,R,85.9,2023,Breaking,foul,
2023-06-14,STL,CU,swinging_strike_blocked,,,L,L,79.9,2023,Breaking,whiff,
2023-09-17,STL,FF,foul,78.0,23.0,R,R,98.5,2023,Fastball,foul,
2023-10-01,STL,SI,hit_into_play,109.1,21.0,L,R,92.1,2023,Fastball,in_play,0.8649224776481053
2023-08-14,STL,SL,swinging_strike,,,R,R,87.1,2023,Breaking,whiff,
2023-07-02,STL,FF,hit_into_play,86.8,34.0,R,R,98.4,2023,Fastball,in_play,0.09121720060729666
2023-06-25,STL,SI,foul,97.5,18.0,R,R,100.4,2023,Fastball,foul,
2023-05-21,STL,FC,hit_into_play,88.3,39.0,L,R,90.4,2023,Fastball,in_play,0.14019967181437565
2023-04-15,STL,SI,foul,69.8,49.0,R,L,94.0,2023,Fastball,foul,
2023-04-13,STL,SI,hit_into_play,98.3,21.0,R,L,93.3,2023,Fastball,in_play,0.7571579738371648
2023-08-02,STL,FF,hit_into_play,84.4,-36.0,R,R,93.6,2023,Fastball,in_play,-0.7346143818915147
2023-04-13,STL,FF,foul,74.4,56.0,L,R,94.3,2023,Fastball,foul,
2023-06-29,STL,FF,hit_into_play,105.2,10.0,L,R,87.6,2023,Fastball,in_play,0.6624902234422685
2023-03-30,STL,SL,hit_into_play,82.1,-8.0,R,R,88.5,2023,Breaking,in_play,-0.4592605088410754
2023-09-20,STL,FF,hit_into_play,92.4,28.0,R,L,92.7,2023,Fastball,in_play,0.45875442820556067
2023-04-16,STL,FF,hit_into_play,84.0,83.0,L,R,94.0,2023,Fastball,in_play,-0.6501295873142454
2023-03-30,STL,FF,hit_into_play,95.8,-10.0,L,R,94.4,2023,Fastball,in_play,-0.10023463738555671
2023-08-29,STL,SL,swinging_strike,,,R,L,84.9,2023,Breaking,whiff,
2023-07-15,STL,CU,swinging_strike_blocked,,,R,R,81.9,2023,Breaking,whiff,
2023-09-21,STL,FC,swinging_strike,,,L,L,87.1,2023,Fastball,whiff,
2023-07-01,STL,CH,hit_into_play,88.2,27.0,L,R,86.7,2023,Offspeed,in_play,0.1916972104221939
2023-06-29,STL,SI,foul,77.3,69.0,R,R,86.9,2023,Fastball,foul,
2023-07-01,STL,SL,foul,66.5,48.0,L,R,85.6,2023,Breaking,foul,
2023-05-04,STL,SL,foul,81.5,-15.0,R,R,89.6,2023,Breaking,foul,
2023-07-01,STL,FC,swinging_strike,,,R,L,83.8,2023,Fastball,whiff,
2023-04-18,STL,FS,foul,70.3,61.0,R,R,86.4,2023,Offspeed,foul,
2023-07-01,STL,FF,hit_into_play,104.1,19.0,R,R,94.8,2023,Fastball,in_play,0.8954253377704848
2023-10-01,STL,FF,hit_into_play,67.8,18.0,R,R,98.2,2023,Fastball,in_play,-0.7002775775606913
2023-04-15,STL,SL,hit_into_play,89.6,71.0,R,R,86.0,2023,Breaking,in_play,-0.35741561488797213
2023-05-20,STL,FF,foul,67.7,33.0,R,R,94.2,2023,Fastball,foul,
2023-04-04,STL,CH,foul,96.3,-51.0,R,R,90.2,2023,Offspeed,foul,
2023-09-16,STL,SL,foul_tip,,,R,R,85.5,2023,Breaking,whiff,
2023-07-16,STL,SL,swinging_strike,,,L,R,83.8,2023,Breaking,whiff,
2023-05-02,STL,CH,hit_into_play,84.5,63.0,R,L,83.1,2023,Offspeed,in_play,-0.3678439431349395
2023-04-19,STL,CU,hit_into_play,104.3,37.0,R,L,76.2,2023,Breaking,in_play,0.896836229239192
2023-06-14,STL,ST,swinging_strike,,,R,L,79.1,2023,Breaking,whiff,
2023-09-20,STL,SI,hit_into_play,95.2,-8.0,R,R,89.1,2023,Fastball,in_play,-0.0639655251736777
2023-09-03,STL,FF,hit_into_play,95.8,8.0,R,L,92.6,2023,Fastball,in_play,0.3784563007039121
2023-09-03,STL,CH,hit_into_play,88.9,-36.0,R,L,91.7,2023,Offspeed,in_play,-0.6865673930712961
2023-04-13,STL,FF,hit_into_play,98.7,13.0,R,L,92.9,2023,Fastball,in_play,0.6201788151578818
2023-06-27,STL,SI,foul,92.1,-41.0,R,L,97.3,2023,Fastball,foul,
2023-08-28,STL,CU,swinging_strike_blocked,,,R,L,81.4,2023,Breaking,whiff,
2023-09-16,STL,CU,foul,,,R,L,75.6,2023,Breaking,foul,
2023-07-27,STL,FF,foul,96.4,13.0,L,R,94.3,2023,Fastball,foul,
2023-06-09,STL,FF,foul,90.6,33.0,R,R,94.1,2023,Fastball,foul,
2023-06-09,STL,SI,hit_into_play,95.0,24.0,R,L,93.5,2023,Fastball,in_play,0.6106706335209411
2023-03-30,STL,SL,swinging_strike,,,R,R,82.5,2023,Breaking,whiff,
2023-05-15,STL,SL,foul_tip,,,R,R,84.9,2023,Breaking,whiff,
2023-04-04,STL,FF,hit_into_play,104.5,-34.0,R,L,91.4,2023,Fastball,in_play,-0.5550170993911696
2023-04-18,STL,FF,foul,78.3,55.0,L,R,93.7,2023,Fastball,foul,
2023-08-30,STL,FF,swinging_strike,,,R,R,93.8,2023,Fastball,whiff,
2023-04-03,STL,CH,foul,76.1,-20.0,L,R,83.5,2023,Offspeed,foul,
2023-08-20,STL,SL,hit_into_play,79.4,27.0,R,R,82.7,2023,Breaking,in_play,-0.28664100480009813
2023-08-20,STL,FF,hit_into_play,66.5,-74.0,L,R,92.6,2023,Fastball,in_play,-0.9561703498090696
2023-08-03,STL,FF,swinging_strike,,,R,R,102.2,2023,Fastball,whiff,
2023-09-01,STL,SI,foul_tip,,,R,L,93.4,2023,Fastball,whiff,
2023-08-28,STL,FF,hit_into_play,101.8,19.0,R,L,92.9,2023,Fastball,in_play,0.8572852607848851
2023-07-30,STL,SI,hit_into_play,83.6,45.0,R,L,94.2,2023,Fastball,in_play,-0.16699127394298163
2023-07-01,STL,CH,foul,74.1,-37.0,L,R,88.5,2023,Offspeed,foul,
2023-07-30,STL,SI,hit_into_play,107.7,11.0,R,R,86.9,2023,Fastball,in_play,0.6692533010259634
2023-07-17,STL,SL,swinging_strike,,,L,R,87.1,2023,Breaking,whiff,
2023-06-29,STL,FF,foul,75.7,55.0,L,L,97.6,2023,Fastball,foul,
2023-07-28,STL,SL,hit_into_play,105.1,7.0,R,R,89.7,2023,Breaking,in_play,0.5650313616636251
2023-03-30,STL,FF,hit_into_play,96.3,37.0,L,R,96.7,2023,Fastball,in_play,0.6312052387013665
2023-04-19,STL,FF,foul,71.9,59.0,R,L,89.4,2023,Fastball,foul,
2023-06-25,STL,SL,foul,73.6,72.0,L,R,86.5,2023,Breaking,foul,
2023-05-16,STL,SI,hit_into_play,94.5,-4.0,R,L,92.9,2023,Fastball,in_play,0.017145398500161058
2023-09-15,STL,ST,swinging_strike,,,R,R,80.7,2023,Breaking,whiff,
2023-08-18,STL,FF,hit_into_play,101.7,5.0,L,L,91.8,2023,Fastball,in_play,0.4717438311837687
2023-05-29,STL,CH,hit_into_play,89.4,7.0,L,L,84.5,2023,Offspeed,in_play,0.05617495054211963
2023-05-20,STL,SI,hit_into_play,65.7,-17.0,R,R,90.9,2023,Fastball,in_play,-0.83768613799132
2023-08-03,STL,SL,foul,71.8,-36.0,R,L,86.2,2023,Breaking,foul,
2023-05-29,STL,CU,foul,101.1,20.0,L,R,72.7,2023,Breaking,foul,
2023-05-19,STL,SL,hit_into_play,65.1,79.0,R,R,86.0,2023,Breaking,in_play,-0.8610118545554926
2023-07-17,STL,FF,hit_into_play,108.8,18.0,R,L,95.9,2023,Fastball,in_play,0.8166607879522136
2023-09-21,STL,FF,hit_into_play,88.9,42.0,L,R,93.0,2023,Fastball,in_play,0.13924885365068174
2023-07-15,STL,FF,hit_into_play,108.2,10.0,L,R,88.8,2023,Fastball,in_play,0.6293342739276457
2023-08-18,STL,SL,swinging_strike,,,R,L,88.6,2023,Breaking,whiff,
2023-05-30,STL,CU,hit_into_play,97.7,-6.0,R,R,75.7,2023,Breaking,in_play,0.05163556059932217
2023-05-05,STL,SL,swinging_strike,,,L,R,85.1,2023,Breaking,whiff,
2023-04-17,STL,CU,swinging_strike,,,L,R,74.8,2023,Breaking,whiff,
2023-06-10,STL,FF,swinging_strike,,,R,R,95.4,2023,Fastball,whiff,
2023-04-16,STL,FF,foul,76.8,33.0,R,R,93.3,2023,Fastball,foul,
2023-09-03,STL,SL,hit_into_play,79.1,67.0,R,L,87.1,2023,Breaking,in_play,-0.5741561488797216
2023-04-04,STL,SI,swinging_strike,,,L,L,95.7,2023,Fastball,whiff,
2023-09-03,STL,FF,hit_into_play,79.3,-65.0,R,R,95.9,2023,Fastball,in_play,-0.9139662919625193
2023-05-02,STL,CU,foul,74.9,-34.0,R,R,80.7,2023,Breaking,foul,
2023-04-14,STL,CU,swinging_strike,,,L,R,81.9,2023,Breaking,whiff,
2023-07-15,STL,CH,swinging_strike,,,R,L,82.3,2023,Offspeed,whiff,
2023-08-16,STL,SI,foul,84.0,23.0,R,L,93.5,2023,Fastball,foul,
2023-07-18,STL,SI,hit_into_play,101.8,25.0,R,L,92.2,2023,Fastball,in_play,0.9393930099529191
2023-07-17,STL,FF,swinging_strike,,,R,R,93.5,2023,Fastball,whiff,
2023-09-03,STL,FF,foul,71.7,-20.0,R,L,93.5,2023,Fastball,foul,
2023-07-28,STL,ST,hit_into_play,81.8,36.0,R,R,83.3,2023,Breaking,in_play,-0.18698912693422487
2023-09-02,STL,FF,foul,79.2,27.0,L,R,96.5,2023,Fastball,foul,
2023-07-01,STL,SI,hit_into_play,113.1,33.0,L,R,92.1,2023,Fastball,in_play,0.7096477372061283
2023-07-15,STL,FF,foul,96.6,14.0,L,L,96.2,2023,Fastball,foul,
2023-06-12,STL,CH,foul,75.9,-23.0,L,L,87.0,2023,Offspeed,foul,
2023-08-19,STL,CS,foul,33.1,-57.0,L,R,70.3,2023,Offspeed,foul,
2023-09-16,STL,FF,hit_into_play,101.5,25.0,R,L,92.2,2023,Fastball,in_play,0.930390908951493
2023-09-15,STL,SI,foul,79.2,63.0,R,L,95.6,2023,Fastball,foul,
2023-06-29,STL,FC,hit_into_play,79.3,-13.0,R,R,83.1,2023,Fastball,in_play,-0.5902587145551859
2023-07-17,STL,CU,foul,44.9,-40.0,R,R,79.3,2023,Breaking,foul,
2023-07-01,STL,SI,foul,96.4,-8.0,R,L,90.6,2023,Fastball,foul,
2023-08-15,STL,SI,foul,78.1,10.0,R,R,89.9,2023,Fastball,foul,
2023-07-15,STL,FF,hit_into_play,91.3,48.0,R,R,92.8,2023,Fastball,in_play,0.16682258039781006
2023-08-04,STL,FF,hit_into_play,84.5,74.0,R,L,90.8,2023,Fastball,in_play,-0.5297744107227751
2023-09-30,STL,FF,hit_into_play,79.7,35.0,R,L,92.8,2023,Fastball,in_play,-0.28480071158004505
2023-08-02,STL,SL,hit_into_play,81.8,42.0,R,R,85.0,2023,Breaking,in_play,-0.22417838575613047
2023-09-19,STL,ST,swinging_strike,,,R,R,80.9,2023,Breaking,whiff,
2023-09-15,STL,KC,foul,71.3,-48.0,R,R,85.3,2023,Breaking,foul,
2023-09-19,STL,SI,hit_into_play,89.8,27.0,R,R,93.5,2023,Fastball,in_play,0.29246859999693275
2023-08-16,STL,SL,hit_into_play,103.0,11.0,R,R,82.5,2023,Breaking,in_play,0.678102044259052
2023-07-14,STL,FF,hit_into_play,105.2,16.0,R,R,91.8,2023,Fastball,in_play,0.8285920223288912
2023-08-19,STL,FC,hit_into_play,68.4,-61.0,R,R,91.2,2023,Fastball,in_play,-0.9340254880610978
2023-09-20,STL,CH,swinging_strike,,,R,R,82.0,2023,Offspeed,whiff,
2023-08-14,STL,SL,hit_into_play,90.2,53.0,R,L,80.2,2023,Breaking,in_play,0.016010551014461694
2023-08-30,STL,CU,foul,,,R,R,75.2,2023,Breaking,foul,
2023-05-07,STL,FF,foul,76.4,8.0,R,L,89.9,2023,Fastball,foul,
2023-08-15,STL,SI,hit_into_play,104.4,4.0,R,L,94.2,2023,Fastball,in_play,0.46516478292207886
2023-08-05,STL,CH,hit_into_play,90.8,52.0,R,L,84.7,2023,Offspeed,in_play,0.0639655251736777
2023-06-28,STL,SL,foul,41.3,30.0,L,R,87.7,2023,Breaking,foul,
2023-04-01,STL,SL,swinging_strike,,,R,R,88.3,2023,Breaking,whiff,
2023-05-05,STL,SI,swinging_strike,,,R,L,92.7,2023,Fastball,whiff,
2023-08-02,STL,SL,swinging_strike,,,R,R,86.0,2023,Breaking,whiff,
2023-07-16,STL,KC,foul,76.6,-21.0,R,R,77.9,2023,Breaking,foul,
2023-04-03,STL,SI,hit_into_play,85.4,16.0,L,R,91.5,2023,Fastball,in_play,-0.03395340990997897
2023-07-28,STL,FC,foul_tip,,,R,L,90.2,2023,Fastball,whiff,
2023-04-04,STL,SL,swinging_strike,,,R,L,81.9,2023,Breaking,whiff,
2023-09-20,STL,SI,hit_into_play,101.8,-9.0,R,R,91.0,2023,Fastball,in_play,0.02628552149309127
2023-09-01,STL,SI,hit_into_play,100.3,-3.0,L,R,90.2,2023,Fastball,in_play,0.19258668547855295
2023-04-18,STL,SI,foul,74.6,-6.0,R,R,101.5,2023,Fastball,foul,
2023-05-07,STL,CU,foul,78.5,46.0,R,R,84.7,2023,Breaking,foul,
2023-09-15,STL,KC,foul,68.6,53.0,R,R,80.2,2023,Breaking,foul,
2023-05-03,STL,ST,swinging_strike,,,L,R,86.4,2023,Breaking,whiff,
2023-05-04,STL,CH,swinging_strike,,,R,L,85.5,2023,Offspeed,whiff,
2023-04-02,STL,CU,hit_into_play,100.7,30.0,R,L,81.6,2023,Breaking,in_play,0.9089054856073735
2023-08-19,STL,FF,foul,69.6,63.0,R,R,94.4,2023,Fastball,foul,
2023-06-09,STL,FF,swinging_strike,,,R,R,93.4,2023,Fastball,whiff,
2023-07-27,STL,SI,hit_into_play,97.1,-26.0,R,R,91.5,2023,Fastball,in_play,-0.44459950618798594
2023-08-06,STL,FF,foul,75.9,-15.0,L,L,93.8,2023,Fastball,foul,
2023-07-02,STL,SI,foul,73.5,51.0,R,L,93.0,2023,Fastball,foul,
2023-07-15,STL,FC,foul,74.2,-46.0,R,L,92.4,2023,Fastball,foul,
2023-06-09,STL,FF,hit_into_play,78.4,54.0,R,R,91.0,2023,Fastball,in_play,-0.4703789470455626
2023-08-29,STL,CU,foul,71.1,1.0,L,R,79.2,2023,Breaking,foul,
2023-08-05,STL,CU,swinging_strike,,,R,L,76.0,2023,Breaking,whiff,
2023-04-05,STL,SL,foul,74.6,-37.0,R,R,82.2,2023,Breaking,foul,
2023-05-05,STL,SI,foul,102.6,-4.0,L,R,101.6,2023,Fastball,foul,
2023-10-01,STL,SI,foul,67.7,46.0,R,R,92.9,2023,Fastball,foul,
2023-04-18,STL,CH,hit_into_play,80.0,-42.0,R,L,87.1,2023,Offspeed,in_play,-0.8195285782201297
2023-10-01,STL,SL,hit_into_play,77.4,75.0,R,R,84.4,2023,Breaking,in_play,-0.6848037787354118
2023-09-17,STL,ST,hit_into_play,98.1,25.0,L,R,84.4,2023,Breaking,in_play,0.7853297958808103
2023-08-30,STL,SL,foul,78.4,77.0,R,R,85.2,2023,Breaking,foul,
2023-03-30,STL,FF,swinging_strike,,,R,R,95.4,2023,Fastball,whiff,
2023-06-27,STL,CH,foul,88.8,55.0,R,L,83.5,2023,Offspeed,foul,
2023-07-17,STL,FF,foul,,,R,R,94.9,2023,Fastball,foul,
2023-05-29,STL,FC,swinging_strike,,,L,R,83.6,2023,Fastball,whiff,
2023-07-01,STL,KC,swinging_strike,,,L,R,74.3,2023,Breaking,whiff,
2023-05-02,STL,CH,hit_into_play,73.9,-44.0,R,L,83.4,2023,Offspeed,in_play,-0.8684497063198736
2023-08-05,STL,SI,foul,90.5,25.0,R,L,94.5,2023,Fastball,foul,
2023-09-03,STL,FF,foul,84.8,45.0,R,L,90.7,2023,Fastball,foul,
2023-06-29,STL,SI,foul,79.4,70.0,R,R,87.7,2023,Fastball,foul,
2023-09-16,STL,CH,hit_into_play,86.2,-5.0,L,R,86.2,2023,Offspeed,in_play,-0.2795558759028939
2023-09-29,STL,CH,hit_into_play,101.8,-9.0,L,R,83.7,2023,Offspeed,in_play,0.02628552149309127
2023-04-02,STL,CU,hit_into_play,100.9,19.0,R,L,79.1,2023,Breaking,in_play,0.8303556366647753
2023-08-30,STL,FF,foul,99.3,-25.0,R,L,91.2,2023,Fastball,foul,
2023-05-18,STL,FF,foul,,,L,R,93.0,2023,Fastball,foul,
2023-08-18,STL,FC,foul,57.4,2.0,R,R,90.3,2023,Fastball,foul,
2023-04-01,STL,SL,swinging_strike,,,R,R,84.8,2023,Breaking,whiff,
2023-06-11,STL,CU,hit_into_play,82.4,33.0,R,R,71.9,2023,Breaking,in_play,-0.14687073473706813
2023-08-20,STL,SL,hit_into_play,91.8,-13.0,R,R,82.7,2023,Breaking,in_play,-0.262671185608907
2023-08-14,STL,SI,hit_into_play,104.3,-8.0,R,R,91.8,2023,Fastball,in_play,0.07430183875964236
2023-06-11,STL,FF,swinging_strike,,,L,R,98.6,2023,Fastball,whiff,
2023-08-04,STL,FF,foul,84.0,46.0,L,L,93.0,2023,Fastball,foul,
2023-06-25,STL,SI,hit_into_play,101.4,23.0,R,R,100.1,2023,Fastball,in_play,0.9076939592375051
2023-08-05,STL,SI,foul,77.6,45.0,L,L,94.8,2023,Fastball,foul,
2023-08-18,STL,SL,swinging_strike_blocked,,,R,L,85.7,2023,Breaking,whiff,
2023-09-03,STL,SI,swinging_strike,,,L,L,93.5,2023,Fastball,whiff,
2023-08-05,STL,FF,hit_into_play,97.1,17.0,L,R,93.9,2023,Fastball,in_play,0.6387197693499165
2023-07-01,STL,SI,hit_into_play,94.6,0.0,L,R,93.2,2023,Fastball,in_play,0.12440382167558695
2023-08-28,STL,FF,hit_into_play,99.1,15.0,R,R,84.7,2023,Fastball,in_play,0.6835462450350422
2023-05-19,STL,SL,hit_into_play,102.1,31.0,R,R,84.7,2023,Breaking,in_play,0.9473676139064824
2023-05-29,STL,SL,foul,106.4,0.0,R,L,87.0,2023,Breaking,foul,
2023-08-30,STL,SI,hit_into_play,93.6,-4.0,L,R,96.5,2023,Fastball,in_play,-0.010827058444645488
2023-04-05,STL,SI,foul,77.2,20.0,L,R,92.9,2023,Fastball,foul,
2023-07-01,STL,FF,hit_into_play,100.7,-8.0,R,R,93.4,2023,Fastball,in_play,0.0467434477893478
2023-09-29,STL,SI,foul,70.4,63.0,R,R,91.5,2023,Fastball,foul,
2023-05-16,STL,SI,foul,77.0,28.0,R,L,93.2,2023,Fastball,foul,
2023-05-07,STL,CU,swinging_strike,,,R,L,78.0,2023,Breaking,whiff,
2023-09-19,STL,FF,foul,81.2,60.0,R,L,91.9,2023,Fastball,foul,
2023-07-16,STL,SI,foul,59.7,-17.0,R,R,93.8,2023,Fastball,foul,
2023-07-16,STL,FF,foul,68.9,37.0,L,R,92.2,2023,Fastball,foul,
2023-09-02,STL,SI,foul,72.0,15.0,L,L,85.5,2023,Fastball,foul,
2023-05-05,STL,CH,hit_into_play,98.5,24.0,L,R,91.9,2023,Offspeed,in_play,0.7968469642829759
2023-05-07,STL,FF,hit_into_play,75.7,-13.0,R,R,101.7,2023,Fastball,in_play,-0.6687165488367813
2023-05-05,STL,CH,hit_into_play,82.6,35.0,R,L,84.7,2023,Offspeed,in_play,-0.1446010397656693
2023-06-09,STL,CH,swinging_strike,,,R,L,83.9,2023,Offspeed,whiff,
