game_date,home_team,pitch_type,description,launch_speed,launch_angle,stand,p_throws,release_speed,season,pitch_category,swing_outcome
2024-09-02,AZ,SL,hit_into_play,97.3,-18,L,R,85.4,2024,Breaking,in_play
2024-07-31,AZ,SL,hit_into_play,89.7,-15,R,R,88.5,2024,Breaking,in_play
2024-04-02,AZ,ST,swinging_strike,,,R,R,82.3,2024,Breaking,whiff
2024-06-27,AZ,CH,hit_into_play,74.0,-6,L,R,89.4,2024,Offspeed,in_play
2024-04-14,AZ,FF,foul,86.5,58,L,R,91.7,2024,Fastball,foul
2024-08-29,AZ,SI,foul,74.2,-47,L,R,92.6,2024,Fastball,foul
2024-05-03,AZ,FF,foul,90.8,45,R,R,98.7,2024,Fastball,foul
2024-04-17,AZ,CH,foul,,,R,L,83.8,2024,Offspeed,foul
2024-07-30,AZ,FF,foul,76.4,37,R,R,95.6,2024,Fastball,foul
2024-05-17,AZ,FF,swinging_strike,,,R,L,99.9,2024,Fastball,whiff
2024-08-27,AZ,ST,swinging_strike,,,L,L,79.1,2024,Breaking,whiff
2024-06-28,AZ,SL,swinging_strike,,,R,R,87.1,2024,Breaking,whiff
2024-08-10,AZ,FF,foul,79.8,53,L,R,94.8,2024,Fastball,foul
2024-04-15,AZ,FF,swinging_strike,,,L,R,97.1,2024,Fastball,whiff
2024-09-24,AZ,SI,hit_into_play,87.7,-50,R,R,96.3,2024,Fastball,in_play
2024-05-03,AZ,FF,hit_into_play,39.7,-10,L,R,92.6,2024,Fastball,in_play
2024-08-14,AZ,CU,swinging_strike,,,L,L,80.2,2024,Breaking,whiff
2024-04-02,AZ,SL,swinging_strike,,,R,R,84.6,2024,Breaking,whiff
2024-07-13,AZ,FC,hit_into_play,96.7,17,L,R,91.4,2024,Fastball,in_play
2024-03-29,AZ,CH,hit_into_play,60.5,-15,L,R,89.2,2024,Offspeed,in_play
2024-07-14,AZ,FF,hit_into_play,105.0,-4,R,L,96.0,2024,Fastball,in_play
2024-07-29,AZ,CH,hit_into_play,89.0,-18,R,L,79.2,2024,Offspeed,in_play
2024-04-02,AZ,FC,hit_into_play,69.7,39,R,L,86.4,2024,Fastball,in_play
2024-06-29,AZ,CH,swinging_strike,,,R,L,81.7,2024,Offspeed,whiff
2024-08-10,AZ,CH,hit_into_play,91.6,-9,L,R,86.7,2024,Offspeed,in_play
2024-08-08,AZ,FF,swinging_strike,,,R,R,97.3,2024,Fastball,whiff
2024-05-19,AZ,SI,swinging_strike,,,L,R,92.7,2024,Fastball,whiff
2024-05-25,AZ,ST,swinging_strike,,,L,L,83.1,2024,Breaking,whiff
2024-09-14,AZ,FF,foul,90.5,43,R,R,97.8,2024,Fastball,foul
2024-08-27,AZ,FF,hit_into_play,96.1,2,R,L,90.5,2024,Fastball,in_play
2024-07-11,AZ,ST,foul,69.7,28,R,R,86.8,2024,Breaking,foul
2024-08-09,AZ,FF,foul,78.6,49,R,R,94.6,2024,Fastball,foul
2024-09-25,AZ,SL,swinging_strike_blocked,,,L,R,88.3,2024,Breaking,whiff
2024-03-31,AZ,FF,foul,81.1,21,R,R,99.3,2024,Fastball,foul
2024-05-26,AZ,SL,hit_into_play,99.0,9,R,R,88.9,2024,Breaking,in_play
2024-05-04,AZ,FF,foul,85.1,50,R,R,91.5,2024,Fastball,foul
2024-07-27,AZ,CH,hit_into_play,104.2,4,R,L,79.6,2024,Offspeed,in_play
2024-06-25,AZ,ST,hit_into_play,77.3,29,R,R,83.7,2024,Breaking,in_play
2024-06-04,AZ,CU,foul,100.2,42,R,L,77.2,2024,Breaking,foul
2024-06-11,AZ,FF,foul,91.9,-3,L,R,96.6,2024,Fastball,foul
2024-06-04,AZ,FF,foul_tip,,,R,L,93.3,2024,Fastball,whiff
2024-03-30,AZ,CH,swinging_strike,,,R,L,80.9,2024,Offspeed,whiff
2024-06-05,AZ,SI,foul,87.7,40,R,R,96.4,2024,Fastball,foul
2024-05-03,AZ,SI,foul,91.2,26,R,R,91.7,2024,Fastball,foul
2024-05-03,AZ,FF,foul_tip,,,R,R,96.1,2024,Fastball,whiff
2024-07-09,AZ,KC,foul,,,R,R,80.1,2024,Breaking,foul
2024-09-02,AZ,SL,hit_into_play,101.5,-1,L,R,87.3,2024,Breaking,in_play
2024-05-19,AZ,SL,foul,83.9,-35,L,R,83.8,2024,Breaking,foul
2024-07-26,AZ,FF,foul,66.6,72,L,R,95.0,2024,Fastball,foul
2024-09-29,AZ,CU,hit_into_play,101.1,12,R,R,81.8,2024,Breaking,in_play
2024-07-09,AZ,SL,foul,89.5,-15,R,R,89.0,2024,Breaking,foul
2024-09-10,AZ,FS,foul,112.3,7,L,R,86.3,2024,Other,foul
2024-07-29,AZ,FC,hit_into_play,73.6,-16,R,R,90.1,2024,Fastball,in_play
2024-06-15,AZ,FC,swinging_strike,,,L,R,90.8,2024,Fastball,whiff
2024-05-19,AZ,CH,swinging_strike,,,R,L,82.5,2024,Offspeed,whiff
2024-07-31,AZ,FC,hit_into_play,93.2,-26,L,R,90.1,2024,Fastball,in_play
2024-07-11,AZ,FF,swinging_strike,,,R,L,96.2,2024,Fastball,whiff
2024-03-30,AZ,FF,foul,73.0,43,R,L,91.9,2024,Fastball,foul
2024-03-22,AZ,SL,swinging_strike,,,R,R,84.3,2024,Breaking,whiff
2024-04-14,AZ,FF,foul,82.6,63,R,R,95.8,2024,Fastball,foul
2024-03-22,AZ,FC,swinging_strike,,,R,R,86.6,2024,Fastball,whiff
2024-07-31,AZ,FF,hit_into_play,109.6,-5,R,R,97.0,2024,Fastball,in_play
2024-03-22,AZ,FC,foul,60.5,3,R,R,87.2,2024,Fastball,foul
2024-06-16,AZ,CU,swinging_strike,,,R,L,78.6,2024,Breaking,whiff
2024-04-30,AZ,SL,foul,75.6,70,R,R,88.5,2024,Breaking,foul
2024-06-05,AZ,FC,foul,69.1,24,R,L,87.1,2024,Fastball,foul
2024-03-28,AZ,FF,swinging_strike,,,R,R,93.4,2024,Fastball,whiff
2024-06-27,AZ,CH,hit_into_play,72.9,-10,L,R,84.9,2024,Offspeed,in_play
2024-08-31,AZ,ST,hit_into_play,83.4,52,L,R,84.2,2024,Breaking,in_play
2024-03-31,AZ,SL,swinging_strike,,,R,R,86.4,2024,Breaking,whiff
2024-07-09,AZ,FF,foul,88.4,69,R,L,95.4,2024,Fastball,foul
2024-07-09,AZ,FF,hit_into_play,85.1,-48,R,L,98.2,2024,Fastball,in_play
2024-08-10,AZ,FF,swinging_strike,,,L,R,93.5,2024,Fastball,whiff
2024-09-15,AZ,SL,hit_into_play,83.4,15,R,L,84.1,2024,Breaking,in_play
2024-06-15,AZ,FF,foul,72.7,53,R,R,98.6,2024,Fastball,foul
2024-05-15,AZ,ST,swinging_strike,,,R,R,84.0,2024,Breaking,whiff
2024-04-03,AZ,SL,swinging_strike,,,R,R,85.2,2024,Breaking,whiff
2024-06-26,AZ,FF,foul,69.9,39,L,R,94.4,2024,Fastball,foul
2024-06-04,AZ,FF,hit_into_play,74.8,-4,R,L,93.2,2024,Fastball,in_play
2024-06-26,AZ,SL,foul,79.4,47,R,R,88.1,2024,Breaking,foul
2024-09-28,AZ,FS,swinging_strike,,,R,L,86.7,2024,Other,whiff
2024-07-28,AZ,SI,hit_into_play,101.6,-8,R,R,94.3,2024,Fastball,in_play
2024-03-25,AZ,SL,foul,69.3,-53,L,L,86.6,2024,Breaking,foul
2024-09-23,AZ,FF,hit_into_play,107.5,21,R,R,92.6,2024,Fastball,in_play
2024-05-26,AZ,FF,swinging_strike,,,R,L,92.9,2024,Fastball,whiff
2024-08-29,AZ,SL,swinging_strike,,,R,R,82.2,2024,Breaking,whiff
2024-03-29,AZ,SL,swinging_strike,,,R,R,87.7,2024,Breaking,whiff
2024-05-01,AZ,FF,foul,87.5,-8,R,L,91.2,2024,Fastball,foul
2024-09-25,AZ,FF,hit_into_play,104.2,-3,R,R,93.7,2024,Fastball,in_play
2024-09-13,AZ,CH,hit_into_play,111.0,9,L,R,88.6,2024,Offspeed,in_play
2024-08-08,AZ,CH,foul,72.5,56,L,L,83.3,2024,Offspeed,foul
2024-04-15,AZ,FC,hit_into_play,105.5,29,L,R,91.6,2024,Fastball,in_play
2024-08-31,AZ,FF,foul_tip,,,L,R,93.8,2024,Fastball,whiff
2024-05-17,AZ,SI,foul,73.8,34,L,R,93.5,2024,Fastball,foul
2024-09-23,AZ,SL,swinging_strike,,,L,R,91.4,2024,Breaking,whiff
2024-07-27,AZ,FS,swinging_strike,,,R,R,90.5,2024,Other,whiff
2024-04-03,AZ,FF,foul,88.2,-33,R,L,95.2,2024,Fastball,foul
2024-09-29,AZ,KN,hit_into_play,80.2,59,L,R,75.9,2024,Other,in_play
2024-05-24,AZ,SI,hit_into_play,94.4,-23,R,L,90.0,2024,Fastball,in_play
2024-04-29,AZ,FS,foul,64.7,71,R,L,80.3,2024,Other,foul
2024-08-08,AZ,CH,hit_into_play,103.4,6,R,L,83.0,2024,Offspeed,in_play
2024-03-22,AZ,SL,foul,105.0,-23,R,L,79.8,2024,Breaking,foul
2024-07-31,AZ,SI,hit_into_play,104.2,-42,R,R,90.6,2024,Fastball,in_play
2024-06-29,AZ,FF,hit_into_play,63.7,34,R,L,92.8,2024,Fastball,in_play
2024-03-28,AZ,FF,hit_into_play,90.1,10,R,R,93.1,2024,Fastball,in_play
2024-05-05,AZ,SI,hit_into_play,100.0,8,R,R,95.6,2024,Fastball,in_play
2024-08-12,AZ,FF,foul,73.4,48,L,R,94.2,2024,Fastball,foul
2024-07-09,AZ,SL,foul,95.1,-10,R,L,80.8,2024,Breaking,foul
2024-05-14,AZ,SL,hit_into_play,51.1,-70,R,R,89.9,2024,Breaking,in_play
2024-08-14,AZ,FF,foul,79.8,45,L,R,94.5,2024,Fastball,foul
2024-07-28,AZ,FF,swinging_strike,,,L,R,91.3,2024,Fastball,whiff
2024-06-14,AZ,SI,hit_into_play,84.1,1,R,R,101.2,2024,Fastball,in_play
2024-09-11,AZ,CH,hit_into_play,86.2,-17,R,L,81.0,2024,Offspeed,in_play
2024-09-14,AZ,SL,hit_into_play,93.2,-8,L,R,84.8,2024,Breaking,in_play
2024-04-13,AZ,CU,foul,83.3,-32,L,R,79.2,2024,Breaking,foul
2024-08-27,AZ,FF,foul,75.9,41,R,L,92.1,2024,Fastball,foul
2024-06-26,AZ,FF,swinging_strike,,,L,R,95.1,2024,Fastball,whiff
2024-07-14,AZ,SL,hit_into_play,97.9,-20,R,L,90.6,2024,Breaking,in_play
2024-06-16,AZ,CU,hit_into_play,106.2,20,R,L,78.4,2024,Breaking,in_play
2024-07-28,AZ,SI,hit_into_play,77.8,-11,L,R,92.4,2024,Fastball,in_play
2024-08-12,AZ,SL,foul,76.1,-42,R,R,86.7,2024,Breaking,foul
2024-03-29,AZ,FC,swinging_strike,,,L,R,93.4,2024,Fastball,whiff
2024-06-27,AZ,FS,foul,65.6,69,R,R,85.5,2024,Other,foul
2024-08-14,AZ,FF,swinging_strike,,,R,R,93.3,2024,Fastball,whiff
2024-06-14,AZ,CU,hit_into_play,74.3,72,R,R,77.3,2024,Breaking,in_play
2024-07-08,AZ,SI,hit_into_play,96.9,-14,R,R,102.0,2024,Fastball,in_play
2024-08-28,AZ,ST,foul,86.8,-33,L,R,86.2,2024,Breaking,foul
2024-09-29,AZ,FF,hit_into_play,106.8,28,R,R,90.3,2024,Fastball,in_play
2024-03-28,AZ,SI,hit_into_play,90.7,-11,L,R,92.9,2024,Fastball,in_play
2024-07-29,AZ,FF,hit_into_play,81.3,9,R,L,92.9,2024,Fastball,in_play
2024-06-29,AZ,FF,foul,70.3,68,L,R,94.1,2024,Fastball,foul
2024-06-11,AZ,FF,foul,72.6,16,R,L,92.6,2024,Fastball,foul
2024-08-11,AZ,FC,hit_into_play,96.0,43,L,R,89.8,2024,Fastball,in_play
2024-05-13,AZ,SI,foul,70.2,22,L,R,100.2,2024,Fastball,foul
2024-05-04,AZ,FF,hit_into_play,88.4,78,L,R,91.7,2024,Fastball,in_play
2024-04-12,AZ,CH,foul_tip,,,R,L,87.2,2024,Offspeed,whiff
2024-09-01,AZ,ST,foul,96.7,20,L,R,86.1,2024,Breaking,foul
2024-07-26,AZ,KC,hit_into_play,66.1,-37,R,R,78.7,2024,Breaking,in_play
2024-03-20,AZ,FF,foul,78.0,55,R,R,94.7,2024,Fastball,foul
2024-07-11,AZ,CU,hit_into_play,74.8,10,R,L,78.1,2024,Breaking,in_play
2024-07-28,AZ,ST,hit_into_play,93.6,43,R,R,82.8,2024,Breaking,in_play
2024-07-31,AZ,FF,swinging_strike,,,L,R,95.4,2024,Fastball,whiff
2024-07-13,AZ,FF,foul,110.0,26,L,R,93.7,2024,Fastball,foul
2024-06-03,AZ,FC,swinging_strike,,,R,R,90.9,2024,Fastball,whiff
2024-04-16,AZ,SI,hit_into_play,106.3,6,L,L,89.5,2024,Fastball,in_play
2024-05-05,AZ,SL,foul,79.4,-31,R,L,89.5,2024,Breaking,foul
2024-04-14,AZ,FF,hit_into_play,103.3,-10,L,R,94.3,2024,Fastball,in_play
2024-05-04,AZ,CH,swinging_strike,,,R,R,86.6,2024,Offspeed,whiff
2024-08-13,AZ,FC,hit_into_play,91.1,21,R,L,89.1,2024,Fastball,in_play
2024-05-05,AZ,FF,hit_into_play,103.8,9,R,R,92.8,2024,Fastball,in_play
2024-08-08,AZ,CU,hit_into_play,97.3,-1,R,L,71.8,2024,Breaking,in_play
2024-09-27,AZ,SI,swinging_strike,,,L,R,99.2,2024,Fastball,whiff
2024-03-22,AZ,FF,hit_into_play,95.5,29,R,R,96.3,2024,Fastball,in_play
2024-06-28,AZ,SI,foul_tip,,,R,R,100.9,2024,Fastball,whiff
2024-07-12,AZ,SL,hit_into_play,87.8,9,R,R,86.1,2024,Breaking,in_play
2024-07-28,AZ,FF,hit_into_play,86.5,68,L,R,92.6,2024,Fastball,in_play
2024-08-27,AZ,ST,foul,102.5,10,R,R,84.6,2024,Breaking,foul
2024-09-13,AZ,SI,hit_into_play,74.9,-54,R,R,101.1,2024,Fastball,in_play
2024-08-10,AZ,SL,foul,89.1,-9,L,R,86.1,2024,Breaking,foul
2024-06-25,AZ,FF,foul,80.6,26,L,R,95.9,2024,Fastball,foul
2024-05-26,AZ,SL,swinging_strike,,,R,L,82.7,2024,Breaking,whiff
2024-04-14,AZ,KC,swinging_strike_blocked,,,L,R,80.4,2024,Breaking,whiff
2024-03-22,AZ,FF,foul,74.9,51,L,R,92.0,2024,Fastball,foul
2024-03-20,AZ,SL,swinging_strike,,,R,R,88.2,2024,Breaking,whiff
2024-09-23,AZ,FF,hit_into_play,99.0,34,L,L,92.8,2024,Fastball,in_play
2024-08-11,AZ,CU,swinging_strike,,,L,L,78.4,2024,Breaking,whiff
2024-06-28,AZ,SL,hit_into_play,67.5,-20,R,R,88.1,2024,Breaking,in_play
2024-07-10,AZ,CH,hit_into_play,96.2,-18,L,R,83.3,2024,Offspeed,in_play
2024-05-18,AZ,SI,foul,72.9,45,R,R,94.3,2024,Fastball,foul
2024-08-08,AZ,FF,foul,65.3,26,L,R,97.2,2024,Fastball,foul
2024-04-12,AZ,SI,hit_into_play,108.3,-12,R,R,93.9,2024,Fastball,in_play
2024-06-27,AZ,SL,hit_into_play,66.1,63,L,R,87.1,2024,Breaking,in_play
2024-04-14,AZ,FF,foul,72.2,34,L,R,94.3,2024,Fastball,foul
2024-09-02,AZ,KC,foul,63.9,24,L,R,79.3,2024,Breaking,foul
2024-03-31,AZ,FF,foul,91.1,28,L,R,93.3,2024,Fastball,foul
2024-07-08,AZ,FF,hit_into_play,85.6,1,L,R,97.5,2024,Fastball,in_play
2024-07-26,AZ,KC,hit_into_play,62.9,88,L,R,81.2,2024,Breaking,in_play
2024-05-01,AZ,CH,hit_into_play,85.3,-11,R,R,87.6,2024,Offspeed,in_play
2024-03-31,AZ,SL,swinging_strike,,,L,R,87.9,2024,Breaking,whiff
2024-03-26,AZ,FF,foul,79.8,12,L,R,92.5,2024,Fastball,foul
2024-06-13,AZ,SI,hit_into_play,95.8,19,R,R,91.1,2024,Fastball,in_play
2024-07-27,AZ,FF,hit_into_play,86.7,41,R,R,96.5,2024,Fastball,in_play
2024-07-27,AZ,FF,foul,,,R,L,88.5,2024,Fastball,foul
2024-05-25,AZ,CH,foul_tip,,,R,L,82.2,2024,Offspeed,whiff
2024-05-04,AZ,FC,swinging_strike,,,R,R,92.0,2024,Fastball,whiff
2024-04-03,AZ,SI,hit_into_play,66.2,-19,L,R,96.3,2024,Fastball,in_play
2024-05-18,AZ,KC,hit_into_play,77.6,-29,L,R,78.7,2024,Breaking,in_play
2024-06-03,AZ,CH,swinging_strike,,,L,R,80.6,2024,Offspeed,whiff
2024-08-27,AZ,CU,hit_into_play,82.6,14,R,L,76.9,2024,Breaking,in_play
2024-06-15,AZ,SL,foul,86.3,-6,R,R,88.8,2024,Breaking,foul
2024-03-20,AZ,FF,hit_into_play,77.4,46,L,R,93.0,2024,Fastball,in_play
2024-05-24,AZ,CU,hit_into_play,93.7,17,R,L,78.5,2024,Breaking,in_play
2024-04-17,AZ,FF,hit_into_play,65.5,-19,L,R,96.8,2024,Fastball,in_play
2024-08-10,AZ,FF,foul,72.0,54,R,R,92.4,2024,Fastball,foul
2024-05-19,AZ,ST,hit_into_play,60.9,55,R,R,84.0,2024,Breaking,in_play
2024-04-12,AZ,SI,foul,92.3,18,R,L,95.7,2024,Fastball,foul
2024-03-28,AZ,FF,foul_tip,,,R,R,92.3,2024,Fastball,whiff
2024-05-01,AZ,FF,hit_into_play,83.5,-18,R,R,96.2,2024,Fastball,in_play
2024-05-15,AZ,CH,swinging_strike,,,L,R,86.9,2024,Offspeed,whiff
2024-05-26,AZ,SI,hit_into_play,95.5,-43,R,L,95.2,2024,Fastball,in_play
2024-09-27,AZ,SL,foul,,,L,R,86.5,2024,Breaking,foul
2024-07-14,AZ,SI,hit_into_play,62.3,19,R,R,91.4,2024,Fastball,in_play
2024-03-26,AZ,FC,foul,,,L,L,84.0,2024,Fastball,foul
2024-07-30,AZ,FF,foul,71.4,75,L,R,93.5,2024,Fastball,foul
2024-09-15,AZ,CU,foul,,,L,L,78.7,2024,Breaking,foul
2024-07-29,AZ,CU,hit_into_play,96.0,29,R,L,79.8,2024,Breaking,in_play
2024-08-08,AZ,CH,hit_into_play,11.5,31,R,L,82.7,2024,Offspeed,in_play
2024-07-27,AZ,FF,swinging_strike,,,R,L,89.8,2024,Fastball,whiff
2024-04-01,AZ,FF,hit_into_play,89.5,38,R,R,98.9,2024,Fastball,in_play
2024-07-08,AZ,SL,hit_into_play,78.7,-36,L,R,83.8,2024,Breaking,in_play
2024-06-12,AZ,SL,hit_into_play,108.1,25,R,R,86.8,2024,Breaking,in_play
2024-09-01,AZ,SI,hit_into_play,92.0,-11,R,R,86.7,2024,Fastball,in_play
2024-06-05,AZ,SI,hit_into_play,69.2,35,R,L,90.4,2024,Fastball,in_play
2024-06-13,AZ,FF,foul,72.2,38,L,R,91.4,2024,Fastball,foul
2024-06-14,AZ,SL,foul,62.4,54,L,R,81.7,2024,Breaking,foul
2024-07-30,AZ,SL,swinging_strike,,,L,L,79.0,2024,Breaking,whiff
2024-08-08,AZ,ST,foul,,,R,R,87.0,2024,Breaking,foul
2024-03-26,AZ,ST,swinging_strike,,,R,R,80.8,2024,Breaking,whiff
2024-04-01,AZ,SL,swinging_strike,,,R,L,84.4,2024,Breaking,whiff
2024-08-11,AZ,KC,foul,59.2,56,L,R,78.9,2024,Breaking,foul
2024-07-08,AZ,SI,foul,70.8,25,R,R,100.2,2024,Fastball,foul
2024-06-11,AZ,CH,hit_into_play,92.5,38,R,L,83.2,2024,Offspeed,in_play
2024-05-18,AZ,SL,hit_into_play,71.4,-52,R,R,89.2,2024,Breaking,in_play
2024-07-28,AZ,SI,swinging_strike,,,L,R,91.9,2024,Fastball,whiff
2024-08-31,AZ,FC,foul,106.5,10,L,R,91.5,2024,Fastball,foul
2024-08-13,AZ,FF,foul,76.7,35,L,R,95.1,2024,Fastball,foul
2024-03-28,AZ,FF,foul,79.2,61,R,R,98.0,2024,Fastball,foul
2024-09-29,AZ,FC,hit_into_play,81.6,-7,R,L,87.7,2024,Fastball,in_play
2024-07-31,AZ,FF,foul,77.8,46,R,R,96.2,2024,Fastball,foul
2024-06-13,AZ,FF,hit_into_play,66.0,21,L,R,93.9,2024,Fastball,in_play
2024-05-18,AZ,KC,swinging_strike_blocked,,,L,R,82.7,2024,Breaking,whiff
2024-06-04,AZ,FF,foul,82.7,61,R,L,91.5,2024,Fastball,foul
2024-06-12,AZ,CH,hit_into_play,84.8,52,L,R,83.9,2024,Offspeed,in_play
2024-09-29,AZ,FC,foul,81.6,53,R,L,87.5,2024,Fastball,foul
2024-08-09,AZ,FF,foul,113.0,29,R,L,93.3,2024,Fastball,foul
2024-04-15,AZ,FF,swinging_strike,,,L,R,92.2,2024,Fastball,whiff
2024-05-19,AZ,FF,hit_into_play,102.8,3,L,R,93.8,2024,Fastball,in_play
2024-06-11,AZ,FF,swinging_strike,,,L,R,103.1,2024,Fastball,whiff
2024-09-25,AZ,FF,foul,68.9,51,L,R,94.1,2024,Fastball,foul
2024-05-17,AZ,FF,swinging_strike,,,R,R,94.3,2024,Fastball,whiff
2024-09-01,AZ,FF,hit_into_play,104.9,-19,L,R,94.0,2024,Fastball,in_play
2024-06-11,AZ,SI,hit_into_play,106.2,14,L,L,92.6,2024,Fastball,in_play
2024-04-29,AZ,KC,foul,66.4,10,R,L,81.3,2024,Breaking,foul
2024-09-01,AZ,CH,hit_into_play,70.4,-12,L,R,86.9,2024,Offspeed,in_play
2024-06-28,AZ,CH,swinging_strike,,,L,R,81.1,2024,Offspeed,whiff
2024-04-12,AZ,SI,hit_into_play,97.8,13,R,L,95.3,2024,Fastball,in_play
2024-07-31,AZ,FF,foul,79.3,60,L,R,92.8,2024,Fastball,foul
2024-05-24,AZ,SL,swinging_strike_blocked,,,R,L,83.0,2024,Breaking,whiff
2024-06-28,AZ,FF,foul,76.3,16,R,L,93.4,2024,Fastball,foul
2024-04-13,AZ,FC,hit_into_play,70.8,-10,R,R,91.5,2024,Fastball,in_play
2024-08-13,AZ,FF,hit_into_play,91.4,2,R,L,91.6,2024,Fastball,in_play
2024-08-30,AZ,FF,foul,65.8,45,R,L,96.5,2024,Fastball,foul
2024-07-11,AZ,FF,swinging_strike,,,R,R,95.2,2024,Fastball,whiff
2024-06-29,AZ,SL,hit_into_play,84.4,-20,L,R,87.5,2024,Breaking,in_play
2024-09-15,AZ,SL,foul,58.5,-72,L,L,85.1,2024,Breaking,foul
2024-04-30,AZ,FF,hit_into_play,86.9,25,L,R,92.7,2024,Fastball,in_play
2024-04-17,AZ,ST,hit_into_play,74.3,67,R,R,83.3,2024,Breaking,in_play
2024-06-04,AZ,SI,hit_into_play,97.6,36,R,L,90.5,2024,Fastball,in_play
2024-09-23,AZ,SL,foul,64.1,-44,L,L,82.8,2024,Breaking,foul
2024-03-20,AZ,FF,foul,77.3,54,R,R,95.0,2024,Fastball,foul
2024-08-29,AZ,FF,swinging_strike,,,L,R,98.9,2024,Fastball,whiff
2024-05-01,AZ,FF,foul,86.9,56,R,L,91.3,2024,Fastball,foul
2024-08-27,AZ,FF,swinging_strike,,,R,R,92.5,2024,Fastball,whiff
2024-07-26,AZ,FF,foul,76.0,35,L,R,94.1,2024,Fastball,foul
2024-06-27,AZ,FS,foul,73.7,53,R,R,84.7,2024,Other,foul
2024-09-24,AZ,SI,foul,79.8,30,R,R,93.7,2024,Fastball,foul
2024-04-03,AZ,FF,hit_into_play,79.8,23,R,L,95.0,2024,Fastball,in_play
2024-09-23,AZ,FF,foul,78.7,29,R,L,92.6,2024,Fastball,foul
2024-05-01,AZ,FF,hit_into_play,95.2,62,R,L,92.1,2024,Fastball,in_play
2024-06-15,AZ,FF,foul,77.9,36,R,R,98.0,2024,Fastball,foul
2024-06-26,AZ,SL,foul_tip,,,R,R,87.4,2024,Breaking,whiff
2024-03-29,AZ,FF,foul,76.4,10,R,R,93.6,2024,Fastball,foul
2024-09-02,AZ,CH,hit_into_play,105.8,28,R,L,86.1,2024,Offspeed,in_play
2024-06-05,AZ,FC,swinging_strike,,,R,L,89.8,2024,Fastball,whiff
2024-09-13,AZ,FF,foul_tip,,,R,L,92.6,2024,Fastball,whiff
2024-04-17,AZ,CH,swinging_strike,,,R,L,83.9,2024,Offspeed,whiff
2024-09-10,AZ,FF,foul,75.4,62,L,R,95.4,2024,Fastball,foul
2024-09-28,AZ,FF,hit_into_play,101.6,2,R,L,94.1,2024,Fastball,in_play
2024-08-10,AZ,SL,hit_into_play,90.8,21,L,R,86.9,2024,Breaking,in_play
2024-05-18,AZ,SL,hit_into_play,80.0,74,L,R,84.7,2024,Breaking,in_play
2024-07-30,AZ,SI,hit_into_play,76.3,60,R,L,91.9,2024,Fastball,in_play
2024-09-23,AZ,FF,foul_tip,,,R,R,95.9,2024,Fastball,whiff
2024-09-27,AZ,FF,foul,76.9,33,L,R,99.8,2024,Fastball,foul
2024-09-11,AZ,CU,swinging_strike,,,R,R,84.4,2024,Breaking,whiff
2024-08-12,AZ,SL,foul,68.4,42,R,R,89.8,2024,Breaking,foul
2024-03-25,AZ,FF,hit_into_play,90.6,46,L,L,88.5,2024,Fastball,in_play
2024-05-13,AZ,SI,foul,87.0,-23,R,R,96.4,2024,Fastball,foul
2024-05-25,AZ,SI,hit_into_play,109.0,10,L,R,90.5,2024,Fastball,in_play
2024-06-25,AZ,FF,hit_into_play,103.2,23,L,R,93.5,2024,Fastball,in_play
2024-05-01,AZ,FC,hit_into_play,102.1,32,R,L,88.5,2024,Fastball,in_play
2024-07-08,AZ,SI,hit_into_play,96.8,-38,R,R,91.7,2024,Fastball,in_play
2024-04-16,AZ,SI,foul,76.1,-39,R,R,88.1,2024,Fastball,foul
2024-03-31,AZ,SI,hit_into_play,104.5,4,R,R,90.4,2024,Fastball,in_play
2024-09-23,AZ,SI,hit_into_play,70.3,59,L,R,96.3,2024,Fastball,in_play
2024-09-29,AZ,FC,foul,84.1,84,R,R,85.7,2024,Fastball,foul
2024-04-01,AZ,FF,foul,75.1,14,L,R,98.5,2024,Fastball,foul
2024-04-16,AZ,FF,foul,85.7,-53,R,R,93.5,2024,Fastball,foul
2024-08-30,AZ,KC,foul,90.1,21,R,R,83.3,2024,Breaking,foul
2024-03-26,AZ,CU,swinging_strike,,,R,R,77.7,2024,Breaking,whiff
2024-04-13,AZ,FF,swinging_strike,,,L,R,97.1,2024,Fastball,whiff
2024-09-15,AZ,SL,swinging_strike,,,L,R,86.0,2024,Breaking,whiff
2024-09-10,AZ,SL,hit_into_play,105.3,42,R,L,85.2,2024,Breaking,in_play
2024-07-14,AZ,KC,swinging_strike,,,L,L,88.4,2024,Breaking,whiff
2024-09-23,AZ,SL,swinging_strike_blocked,,,L,R,86.4,2024,Breaking,whiff
2024-07-08,AZ,SL,hit_into_play,54.9,-83,R,R,83.8,2024,Breaking,in_play
2024-07-14,AZ,ST,hit_into_play,95.3,26,R,R,81.8,2024,Breaking,in_play
2024-06-14,AZ,SI,swinging_strike,,,R,L,85.8,2024,Fastball,whiff
2024-03-26,AZ,FF,swinging_strike,,,R,R,92.0,2024,Fastball,whiff
2024-03-30,AZ,CH,hit_into_play,75.6,1,R,L,82.4,2024,Offspeed,in_play
2024-08-31,AZ,SC,foul,42.9,70,L,R,81.6,2024,Offspeed,foul
2024-05-19,AZ,SI,hit_into_play,93.2,36,R,L,89.6,2024,Fastball,in_play
2024-06-25,AZ,SL,hit_into_play,96.0,-5,R,R,78.6,2024,Breaking,in_play
2024-05-03,AZ,SL,hit_into_play,103.6,-4,R,R,86.8,2024,Breaking,in_play
